concept,item,survey,survey_full_name,variable,values,question_text,response_categories,nonresponses
competitive elections,strong_bad4,arabb1,arab barometer 1,q2463,c(1:4),I will mention some of the political systems currently in place in various Middle Eastern and North African countries. I would like to know to what extent you think these systems would be appropriate for your country? A system with a strong president and military in which elections and competition among political parties are not important,1 Very suitable; 2 Suitable; 3 Somewhat suitable; 4 Not suitable at all,c(97:99)
competitive elections,strong_bad4,arabb3,arab barometer 3,q5183,c(1:4),I will mention some of the political systems currently in place in various Middle Eastern and North African countries. I would like to know to what extent you think these systems would be appropriate for your country? A political system governed by a strong authority which makes decisions without considering electoral results or the opinions of the opposition.,1 Very appropriate; 2 Appropriate; 3 Somewhat appropriate; 4 Absolutely inappropriate,c(8:9)
competitive elections,strong_bad4,arabb4,arab barometer 4,q5183,c(1:4),I will mention some of the political systems currently in place in various Middle Eastern and North African countries. I would like to know to what extent you think these systems would be appropriate for your country? A political system governed by a strong authority which makes decisions without considering electoral results or the opinions of the opposition.,1 Very suitable; 2 Suitable; 3 Somewhat suitable; 4 Not suitable at all,c(98:99)
competitive elections,oneparty_bad5,afrob1,afrobarometer 1,rejone,c(5:1),Only one political party should be allowed to stand for elections and hold office.,"1-5: strongly disapprove, disapprove, neither approve nor disapprove, approve, strongly approve","c(6,98)"
competitive elections,oneparty_bad5,afrob2,afrobarometer 2,q35a,c(5:1),Only one political party should be allowed to stand for elections and hold office.,"1-5: strongly disapprove, disapprove, neither approve nor disapprove, approve, strongly approve","c(9,98)"
competitive elections,oneparty_bad5,afrob3,afrobarometer 3,q36a,c(5:1),Only one political party should be allowed to stand for elections and hold office.,"1-5: strongly disapprove, disapprove, neither approve nor disapprove, approve, strongly approve","c(9,98)"
competitive elections,oneparty_bad5,afrob4,afrobarometer 4,q29a,c(5:1),Only one political party should be allowed to stand for elections and hold office.,"1-5: strongly disapprove, disapprove, neither approve nor disapprove, approve, strongly approve","c(9,998)"
competitive elections,oneparty_bad5,afrob5,afrobarometer 5,q31a,c(5:1),Only one political party should be allowed to stand for elections and hold office.,"1-5: strongly disapprove, disapprove, neither approve nor disapprove, approve, strongly approve","c(9,998)"
competitive elections,oneparty_bad5,afrob6,afrobarometer 6,q28a,c(5:1),Only one political party should be allowed to stand for elections and hold office.,"1-5: strongly disapprove, disapprove, neither approve nor disapprove, approve, strongly approve","c(9,98)"
competitive elections,oneparty_bad5,afrob7,afrobarometer 7,q27a,c(5:1),Only one political party should be allowed to stand for elections and hold office.,"1-5: strongly disapprove, disapprove, neither approve nor disapprove, approve, strongly approve",c(8:9)
competitive elections,oneparty_bad4,asianb2,asian barometer 2,q125,c(1:4),Only one political party should be allowed to stand for election and hold office.,"1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",c(7:9)
competitive elections,oneparty_bad4,asianb3,asian barometer 3,q130,c(1:4),Only one political party should be allowed to stand for election and hold office.,"1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",c(7:9)
competitive elections,oneparty_bad4,asianb4,asian barometer 4,q131,c(1:4),Only one political party should be allowed to stand for election and hold office.,"1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",c(7:9)
competitive elections,oneparty_bad4,asianb1,asian barometer 1,q122,c(1:4),No opposition party should be allowed to compete for power.,"1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",
competitive elections,multiparty4,arabb2,arab barometer 2,q5181,c(4:1),"I will mention some of the political systems currently in place in various Middle Eastern and North African countries. I would like to know to what extent you think these systems would be appropriate for your country? A parliamentary system in which nationalist, left wing, right wing, and Islamist parties compete in parliamentary elections.",1 Very appropriate; 2 Appropriate; 3 Somewhat appropriate; 4 Absolutely inappropriate,c(8:9)
competitive elections,multiparty4,arabb3,arab barometer 3,q5181,c(4:1),"I will mention some of the political systems currently in place in various Middle Eastern and North African countries. I would like to know to what extent you think these systems would be appropriate for your country? A parliamentary system in which nationalist, left wing, right wing, and Islamist parties compete in parliamentary elections.",1 Very appropriate; 2 Appropriate; 3 Somewhat appropriate; 4 Absolutely inappropriate,c(8:9)
competitive elections,multiparty4,arabb4,arab barometer 4,q5181,c(4:1),"I will mention some of the political systems currently in place in various Middle Eastern and North African countries. I would like to know to what extent you think these systems would be appropriate for your country? A parliamentary system in which nationalist, left wing, right wing, and Islamist parties compete in parliamentary elections.",1 Very suitable; 2 Suitable; 3 Somewhat suitable; 4 Not suitable at all,c(98:99)
competitive elections,trad_bad5,afrob1,afrobarometer 1,rejtrd,c(5:1),"All decisions should be made by a council of elders, traditional leaders or chiefs.","1-5: strongly disapprove, disapprove, neither approve nor disapprove, approve, strongly approve","c(6,98)"
competitive elections,trad_bad5,afrob2,afrobarometer 2,q35b,c(5:1),"All decisions should be made by a council of elders, traditional leaders or chiefs.","1-5: strongly disapprove, disapprove, neither approve nor disapprove, approve, strongly approve","c(9,98)"
checks,judge_ind4,asianb1,asian barometer 1,q136,c(1:4),"When judges decide important cases, they should accept the view of the executive branch","1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",
checks,judge_ind4,asianb2,asian barometer 2,q137,c(1:4),"When judges decide important cases, they should accept the view of the executive branch","1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",c(7:9)
checks,judge_ind4,asianb3,asian barometer 3,q144,c(1:4),"When judges decide important cases, they should accept the view of the executive branch","1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",c(7:9)
checks,judge_ind4,asianb4,asian barometer 4,q145,c(1:4),"When judges decide important cases, they should accept the view of the executive branch","1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",c(7:9)
checks,obeylaw5,afrob3,afrobarometer 3,q41,"c(1,2,5,3,4)","Which of the following statements is closest to your view? Choose Statement A or Statement B. A: Since the President/Prime Minister was elected to lead the country, he should not be bound by laws or court decisions that he thinks are wrong. B: The President/Prime Minister must always obey the laws and the courts, even if he thinks they are wrong.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,98)"
checks,obeylaw5,afrob4,afrobarometer 4,q37,"c(1,2,5,3,4)","Which of the following statements is closest to your view? Choose Statement A or Statement B. A: Since the President/Prime Minister was elected to lead the country, he should not be bound by laws or court decisions that he thinks are wrong. B: The President/Prime Minister must always obey the laws and the courts, even if he thinks they are wrong.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,998)"
checks,obeylaw5,afrob5,afrobarometer 5,q40,"c(1,2,5,3,4)","Which of the following statements is closest to your view? Choose Statement A or Statement B. A: Since the President was elected to lead the country, he should not be bound by laws or court decisions that he thinks are wrong. B: The President/Prime Minister must always obey the laws and the courts, even if he thinks they are wrong.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,998)"
checks,obeylaw5,afrob6,afrobarometer 6,q38,"c(1,2,5,3,4)","Which of the following statements is closest to your view? Choose Statement A or Statement B. A: Since the President was elected to lead the country, he should not be bound by laws or court decisions that he thinks are wrong. B: The President/Prime Minister must always obey the laws and the courts, even if he thinks they are wrong.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,98)"
checks,obeylaw5,afrob7,afrobarometer 7,q33,"c(1,2,5,3,4)","Which of the following statements is closest to your view? Choose Statement A or Statement B. A: Since the President was elected to lead the country, he should not be bound by laws or court decisions that he thinks are wrong. B: The President/Prime Minister must always obey the laws and the courts, even if he thinks they are wrong.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,c(8:9)
checks,parlegis5,afrob2,afrobarometer 2,q33,"c(4,3,5,2,1)","Which of the following statements is closest to your view? Choose Statement A or Statement B. Statement A: Members of Parliament represent the people; therefore they should make laws for this country, even if the President does not agree. Statement B: Since the President represents all of us, he/she should pass laws without worrying about what Parliament thinks.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,98)"
checks,parlegis5,afrob3,afrobarometer 3,q40,"c(4,3,5,2,1)","Which of the following statements is closest to your view? Choose Statement A or Statement B. Statement A: Members of Parliament represent the people; therefore they should make laws for this country, even if the President does not agree. Statement B: Since the President represents all of us, he/she should pass laws without worrying about what Parliament thinks.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,98)"
checks,parlegis5,afrob4,afrobarometer 4,q36,"c(4,3,5,2,1)","Which of the following statements is closest to your view? Choose Statement A or Statement B. Statement A: Members of Parliament represent the people; therefore they should make laws for this country, even if the President does not agree. Statement B: Since the President represents all of us, he/she should pass laws without worrying about what Parliament thinks.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,998)"
checks,parlegis5,afrob5,afrobarometer 5,q39,"c(4,3,5,2,1)","Which of the following statements is closest to your view? Choose Statement A or Statement B. Statement A: Members of Parliament represent the people; therefore they should make laws for this country, even if the President does not agree. Statement B: Since the President represents all of us, he/she should pass laws without worrying about what Parliament thinks.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,998)"
checks,parlegis5,afrob6,afrobarometer 6,q37,"c(4,3,5,2,1)","Which of the following statements is closest to your view? Choose Statement A or Statement B. Statement A: Members of Parliament represent the people; therefore they should make laws for this country, even if the President does not agree. Statement B: Since the President represents all of us, he/she should pass laws without worrying about what Parliament thinks.",1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,98)"
checks,parcheck4,asianb1,asian barometer 1,q137,c(1:4),"If the government is constantly checked [i.e. monitored and supervised] by the legislature, it cannot possibly accomplish great things","1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",
checks,parcheck4,asianb2,asian barometer 2,q138,c(1:4),"If the government is constantly checked [i.e. monitored and supervised] by the legislature, it cannot possibly accomplish great things","1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",c(7:9)
checks,parcheck4,asianb3,asian barometer 3,q145,c(1:4),"If the government is constantly checked [i.e. monitored and supervised] by the legislature, it cannot possibly accomplish great things","1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",c(7:9)
checks,parcheck4,asianb4,asian barometer 4,q146,c(1:4),"If the government is constantly checked [i.e. monitored and supervised] by the legislature, it cannot possibly accomplish great things","1-4: strongly agree, somewhat agree, somewhat disagree, or strongly disagree",c(7:9)
checks,parmoney5,afrob4,afrobarometer 4,q33,"c(4,3,5,2,1)",Which of the following statements is closest to your view? Choose Statement 1 or Statement 2 Statement 1: Parliament should ensure that the President explains to it on a regular basis how his/her government spends taxpayers’ money. Statement 2: The President should be able to devote his/her full attention to developing the country rather than wasting time justifying his actions.,1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,998)"
checks,parmoney5,afrob5,afrobarometer 5,q36,"c(4,3,5,2,1)",Which of the following statements is closest to your view? Choose Statement 1 or Statement 2 Statement 1: Parliament should ensure that the President explains to it on a regular basis how his/her government spends taxpayers’ money. Statement 2: The President should be able to devote his/her full attention to developing the country rather than wasting time justifying his actions.,1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,998)"
checks,parmoney5,afrob6,afrobarometer 6,q34,"c(4,3,5,2,1)",Which of the following statements is closest to your view? Choose Statement 1 or Statement 2 Statement 1: Parliament should ensure that the President explains to it on a regular basis how his/her government spends taxpayers’ money. Statement 2: The President should be able to devote his/her full attention to developing the country rather than wasting time justifying his actions.,1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,98)"
checks,parmoney5,afrob7,afrobarometer 7,q32,"c(4,3,5,2,1)",Which of the following statements is closest to your view? Choose Statement 1 or Statement 2 Statement 1: Parliament should ensure that the President explains to it on a regular basis how his/her government spends taxpayers’ money. Statement 2: The President should be able to devote his/her full attention to developing the country rather than wasting time justifying his actions.,1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,c(8:9)
checks,termlimit5,afrob4,afrobarometer 4,q38,"c(4,3,5,2,1)",Which of the following statements is closest to your view? Choose Statement A or Statement B. Statement A: The Constitution should limit the president to serving a maximum of two terms in office. Statement B: There should be no constitutional limit on how long the president can serve.,1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,998)"
checks,termlimit5,afrob5,afrobarometer 5,q41,"c(4,3,5,2,1)",Which of the following statements is closest to your view? Choose Statement A or Statement B. Statement A: The Constitution should limit the president to serving a maximum of two terms in office. Statement B: There should be no constitutional limit on how long the president can serve.,1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,998)"
checks,termlimit5,afrob6,afrobarometer 6,q39,"c(4,3,5,2,1)",Which of the following statements is closest to your view? Choose Statement A or Statement B. Statement A: The Constitution should limit the president to serving a maximum of two terms in office. Statement B: There should be no constitutional limit on how long the president can serve.,1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,"c(9,98)"
checks,termlimit5,afrob7,afrobarometer 7,q34,"c(4,3,5,2,1)",Which of the following statements is closest to your view? Choose Statement A or Statement B. Statement A: The Constitution should limit the president to serving a maximum of two terms in office. Statement B: There should be no constitutional limit on how long the president can serve.,1 Agree Very Strongly with A; 2 Agree with A; 3 Agree with B; 4 Agree Very Strongly with B; 5 Agree with Neither,c(8:9)
